"CODCIA","CODAGCAUSA","CAUSA","OFICIOCAUSA","FECHA_CREACION","CODPFCAUSA","ACTIVO","ESWEBCLI"
1,163,"Humo","Albañilería",27/12/23,42,"0","N"
1,163,"Humo","Calderas",27/12/23,96,"0","N"
1,163,"Humo","Carpintería de Madera",27/12/23,51,"0","N"
1,163,"Humo","Carpintería Metálica",27/12/23,50,"0","N"
1,163,"Humo","Limpieza",27/12/23,66,"1","N"
1,163,"Humo","Parquet",27/12/23,60,"0","N"
1,163,"Humo","Persianas",27/12/23,61,"0","N"
1,163,"Humo","Pintura",27/12/23,43,"1","N"
1,163,"Humo","Retirada de Arboles",27/12/23,95,"0","N"
1,163,"Humo","Rotulos luminosos",27/12/23,87,"0","N"
1,164,"Hurto o pérdida de llaves","Aire Acondicionado",27/12/23,46,"0","N"
1,164,"Hurto o pérdida de llaves","Albañilería",27/12/23,42,"0","N"
1,164,"Hurto o pérdida de llaves","Calderas",27/12/23,96,"0","N"
1,164,"Hurto o pérdida de llaves","Carpintería de Madera",27/12/23,51,"0","N"
1,164,"Hurto o pérdida de llaves","Carpintería Metálica",27/12/23,50,"0","N"
1,164,"Hurto o pérdida de llaves","Limpieza",27/12/23,66,"0","N"
1,164,"Hurto o pérdida de llaves","Parquet",27/12/23,60,"0","N"
1,164,"Hurto o pérdida de llaves","Persianas",27/12/23,61,"0","N"
1,164,"Hurto o pérdida de llaves","Pintura",27/12/23,43,"0","N"
1,164,"Hurto o pérdida de llaves","Retirada de Arboles",27/12/23,95,"0","N"
1,164,"Hurto o pérdida de llaves","Rotulos luminosos",27/12/23,87,"0","N"
1,165,"Caida de Rayo","Aire Acondicionado",27/12/23,46,"0","N"
1,165,"Caida de Rayo","Albañilería",27/12/23,42,"0","N"
1,165,"Caida de Rayo","Calderas",27/12/23,96,"0","N"
1,165,"Caida de Rayo","Carpintería de Madera",27/12/23,51,"0","N"
1,165,"Caida de Rayo","Carpintería Metálica",27/12/23,50,"0","N"
1,165,"Caida de Rayo","Limpieza",27/12/23,66,"0","N"
1,165,"Caida de Rayo","Parquet",27/12/23,60,"0","N"
1,165,"Caida de Rayo","Persianas",27/12/23,61,"0","N"
1,165,"Caida de Rayo","Pintura",27/12/23,43,"0","N"
1,165,"Caida de Rayo","Retirada de Arboles",27/12/23,95,"1","N"
1,165,"Caida de Rayo","Rotulos luminosos",27/12/23,87,"0","N"
1,166,"Loza - Marmoles","Aire Acondicionado",27/12/23,46,"0","N"
1,166,"Loza - Marmoles","Albañilería",27/12/23,42,"0","N"
1,166,"Loza - Marmoles","Calderas",27/12/23,96,"0","N"
1,166,"Loza - Marmoles","Carpintería de Madera",27/12/23,51,"0","N"
1,166,"Loza - Marmoles","Carpintería Metálica",27/12/23,50,"0","N"
1,166,"Loza - Marmoles","Limpieza",27/12/23,66,"0","N"
1,166,"Loza - Marmoles","Parquet",27/12/23,60,"0","N"
1,166,"Loza - Marmoles","Persianas",27/12/23,61,"0","N"
1,166,"Loza - Marmoles","Pintura",27/12/23,43,"0","N"
1,166,"Loza - Marmoles","Retirada de Arboles",27/12/23,95,"0","N"
1,166,"Loza - Marmoles","Rotulos luminosos",27/12/23,87,"0","N"
1,167,"Ondas Sónicas","Aire Acondicionado",27/12/23,46,"0","N"
1,167,"Ondas Sónicas","Albañilería",27/12/23,42,"0","N"
1,167,"Ondas Sónicas","Calderas",27/12/23,96,"0","N"
1,167,"Ondas Sónicas","Carpintería de Madera",27/12/23,51,"0","N"
1,167,"Ondas Sónicas","Carpintería Metálica",27/12/23,50,"0","N"
1,167,"Ondas Sónicas","Limpieza",27/12/23,66,"0","N"
1,167,"Ondas Sónicas","Parquet",27/12/23,60,"0","N"
1,167,"Ondas Sónicas","Persianas",27/12/23,61,"0","N"
1,167,"Ondas Sónicas","Pintura",27/12/23,43,"0","N"
1,167,"Ondas Sónicas","Retirada de Arboles",27/12/23,95,"0","N"
1,167,"Ondas Sónicas","Rotulos luminosos",27/12/23,87,"0","N"
1,27,"Infidelidad de Empleados","Tejados",27/12/23,44,"0","N"
1,27,"Infidelidad de Empleados","Antenista",27/12/23,48,"0","N"
1,27,"Infidelidad de Empleados","Electricidad",27/12/23,55,"0","N"
1,27,"Infidelidad de Empleados","Cristaleria",27/12/23,53,"0","N"
1,27,"Infidelidad de Empleados","Cerrajeria",27/12/23,52,"0","N"
1,27,"Infidelidad de Empleados","Electricidad Ordenadores",27/12/23,79,"0","N"
1,27,"Infidelidad de Empleados","Brico-electrónica",27/12/23,91,"0","N"
1,27,"Infidelidad de Empleados","Electricidad T.V.",27/12/23,78,"0","N"
1,27,"Infidelidad de Empleados","No existen profesionales",27/12/23,88,"0","N"
1,27,"Infidelidad de Empleados","Bricolaje",27/12/23,90,"0","N"
1,27,"Infidelidad de Empleados","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,28,"Uso fraudulento de tarjetas","Loza Sanitaria",27/12/23,80,"0","N"
1,29,"Rotura de Cristales o Espejos","Tejados",27/12/23,44,"0","N"
1,30,"Loza - Marmoles","Cerrajeria",27/12/23,52,"0","N"
1,185,"Atasco - Daños Agua","Brico-electrónica",27/12/23,91,"0","N"
1,185,"Atasco - Daños Agua","Electricidad T.V.",27/12/23,78,"0","N"
1,185,"Atasco - Daños Agua","No existen profesionales",27/12/23,88,"0","N"
1,30,"Loza - Marmoles","Electricidad Ordenadores",27/12/23,79,"0","N"
1,30,"Loza - Marmoles","Brico-electrónica",27/12/23,91,"0","N"
1,36,"Choque o Impacto de Vehículos","Antenista",27/12/23,48,"0","N"
1,36,"Choque o Impacto de Vehículos","Electricidad",27/12/23,55,"0","N"
1,36,"Choque o Impacto de Vehículos","Cristaleria",27/12/23,53,"0","N"
1,1,"Daños Agua","Aparatos industriales",27/12/23,93,"0","N"
1,2,"Lluvia","Aparatos industriales",27/12/23,93,"0","N"
1,49,"Coparticipación Comunidad","Electricidad T.V.",27/12/23,78,"0","N"
1,49,"Coparticipación Comunidad","No existen profesionales",27/12/23,88,"0","N"
1,49,"Coparticipación Comunidad","Bricolaje",27/12/23,90,"0","N"
1,50,"Infidelidad de Empleados","Bricolaje",27/12/23,90,"0","N"
1,50,"Infidelidad de Empleados","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,51,"Uso fraudulento de tarjetas","Multiservicio",27/12/23,0,"0","S"
1,51,"Uso fraudulento de tarjetas","Tejados",27/12/23,44,"0","N"
1,51,"Uso fraudulento de tarjetas","Cerrajeria",27/12/23,52,"0","N"
1,51,"Uso fraudulento de tarjetas","Electricidad Ordenadores",27/12/23,79,"0","N"
1,51,"Uso fraudulento de tarjetas","Brico-electrónica",27/12/23,91,"0","N"
1,51,"Uso fraudulento de tarjetas","Electricidad T.V.",27/12/23,78,"0","N"
1,51,"Uso fraudulento de tarjetas","No existen profesionales",27/12/23,88,"0","N"
1,51,"Uso fraudulento de tarjetas","Bricolaje",27/12/23,90,"0","N"
1,51,"Uso fraudulento de tarjetas","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,51,"Uso fraudulento de tarjetas","Loza Sanitaria",27/12/23,80,"0","N"
1,56,"Reclamación de daños","Bricolaje",27/12/23,90,"0","N"
1,56,"Reclamación de daños","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,56,"Reclamación de daños","Loza Sanitaria",27/12/23,80,"0","N"
1,60,"Restablecimiento de luz","Tejados",27/12/23,44,"0","N"
1,60,"Restablecimiento de luz","Antenista",27/12/23,48,"0","N"
1,60,"Restablecimiento de luz","Cerrajeria",27/12/23,52,"0","N"
1,60,"Restablecimiento de luz","Cristaleria",27/12/23,53,"0","N"
1,60,"Restablecimiento de luz","Electricidad",27/12/23,55,"1","S"
1,60,"Restablecimiento de luz","Electricidad T.V.",27/12/23,78,"0","N"
1,61,"Restablecimiento de agua","Antenista",27/12/23,48,"0","N"
1,61,"Restablecimiento de agua","Cerrajeria",27/12/23,52,"0","N"
1,61,"Restablecimiento de agua","Cristaleria",27/12/23,53,"0","N"
1,61,"Restablecimiento de agua","Electricidad",27/12/23,55,"0","N"
1,61,"Restablecimiento de agua","Electricidad Ordenadores",27/12/23,79,"0","N"
1,61,"Restablecimiento de agua","Loza Sanitaria",27/12/23,80,"0","N"
1,61,"Restablecimiento de agua","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,62,"Apertura de puerta","Loza Sanitaria",27/12/23,80,"0","N"
1,62,"Apertura de puerta","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,62,"Apertura de puerta","No existen profesionales",27/12/23,88,"0","N"
1,62,"Apertura de puerta","Bricolaje",27/12/23,90,"0","N"
1,62,"Apertura de puerta","Brico-electrónica",27/12/23,91,"0","N"
1,63,"Envío profesionales","Multiservicio",27/12/23,0,"0","S"
1,63,"Envío profesionales","Tejados",27/12/23,44,"0","N"
1,63,"Envío profesionales","Antenista",27/12/23,48,"1","N"
1,63,"Envío profesionales","Cerrajeria",27/12/23,52,"1","N"
1,63,"Envío profesionales","Cristaleria",27/12/23,53,"1","N"
1,63,"Envío profesionales","Brico-electrónica",27/12/23,91,"0","N"
1,9,"Viento","Electricidad T.V.",27/12/23,78,"0","N"
1,9,"Viento","No existen profesionales",27/12/23,88,"0","N"
1,9,"Viento","Bricolaje",27/12/23,90,"0","N"
1,9,"Viento","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,11,"Choque o Impacto de Vehículos","Tejados",27/12/23,44,"0","N"
1,12,"Acciones Tumultuarias","Tejados",27/12/23,44,"0","N"
1,12,"Acciones Tumultuarias","Bricolaje",27/12/23,90,"0","N"
1,12,"Acciones Tumultuarias","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,12,"Acciones Tumultuarias","Loza Sanitaria",27/12/23,80,"0","N"
1,13,"Ondas Sónicas","Multiservicio",27/12/23,0,"0","S"
1,13,"Ondas Sónicas","Tejados",27/12/23,44,"0","N"
1,13,"Ondas Sónicas","Antenista",27/12/23,48,"0","N"
1,13,"Ondas Sónicas","Electricidad",27/12/23,55,"0","N"
1,13,"Ondas Sónicas","Cristaleria",27/12/23,53,"0","N"
1,13,"Ondas Sónicas","Cerrajeria",27/12/23,52,"0","N"
1,13,"Ondas Sónicas","Electricidad Ordenadores",27/12/23,79,"0","N"
1,13,"Ondas Sónicas","Brico-electrónica",27/12/23,91,"0","N"
1,13,"Ondas Sónicas","Electricidad T.V.",27/12/23,78,"0","N"
1,13,"Ondas Sónicas","No existen profesionales",27/12/23,88,"0","N"
1,13,"Ondas Sónicas","Bricolaje",27/12/23,90,"0","N"
1,13,"Ondas Sónicas","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,13,"Ondas Sónicas","Loza Sanitaria",27/12/23,80,"0","N"
1,14,"Otros Riesgos Accidentales","Electricidad Ordenadores",27/12/23,79,"0","N"
1,14,"Otros Riesgos Accidentales","Bricolaje",27/12/23,90,"0","N"
1,14,"Otros Riesgos Accidentales","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,14,"Otros Riesgos Accidentales","Loza Sanitaria",27/12/23,80,"0","N"
1,15,"Corrimiento de terreno","Multiservicio",27/12/23,0,"0","S"
1,15,"Corrimiento de terreno","Tejados",27/12/23,44,"0","N"
1,15,"Corrimiento de terreno","Antenista",27/12/23,48,"0","N"
1,15,"Corrimiento de terreno","Electricidad",27/12/23,55,"0","N"
1,16,"Actos de Vandalismo","Electricidad Ordenadores",27/12/23,79,"0","N"
1,17,"Caída de Árboles-Antenas-Farolas","Multiservicio",27/12/23,0,"0","S"
1,17,"Caída de Árboles-Antenas-Farolas","Tejados",27/12/23,44,"0","N"
1,17,"Caída de Árboles-Antenas-Farolas","Antenista",27/12/23,48,"1","N"
1,23,"Atraco en comercio","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,24,"Atraco en vía pública","Multiservicio",27/12/23,0,"0","N"
1,24,"Atraco en vía pública","Cristaleria",27/12/23,53,"0","N"
1,125,"Ruina Total","Multiservicio",27/12/23,0,"0","S"
1,125,"Ruina Total","Tejados",27/12/23,44,"0","N"
1,185,"Atasco - Daños Agua","Bricolaje",27/12/23,90,"0","N"
1,185,"Atasco - Daños Agua","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,185,"Atasco - Daños Agua","Loza Sanitaria",27/12/23,80,"0","N"
1,185,"Atasco - Daños Agua","Multiservicio",27/12/23,0,"0","S"
1,125,"Ruina Total","Antenista",27/12/23,48,"0","N"
1,125,"Ruina Total","Cerrajeria",27/12/23,52,"0","N"
1,125,"Ruina Total","Cristaleria",27/12/23,53,"0","N"
1,125,"Ruina Total","Electricidad",27/12/23,55,"0","N"
1,125,"Ruina Total","Electricidad T.V.",27/12/23,78,"0","N"
1,125,"Ruina Total","Electricidad Ordenadores",27/12/23,79,"0","N"
1,125,"Ruina Total","Loza Sanitaria",27/12/23,80,"0","N"
1,125,"Ruina Total","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,125,"Ruina Total","No existen profesionales",27/12/23,88,"0","N"
1,125,"Ruina Total","Bricolaje",27/12/23,90,"0","N"
1,125,"Ruina Total","Brico-electrónica",27/12/23,91,"0","N"
1,47,"Humo","Brico-electrónica",27/12/23,91,"0","N"
1,63,"Envío profesionales","Electricidad T.V.",27/12/23,78,"0","N"
1,9,"Viento","Loza Sanitaria",27/12/23,80,"0","N"
1,14,"Otros Riesgos Accidentales","Multiservicio",27/12/23,0,"0","S"
1,14,"Otros Riesgos Accidentales","Tejados",27/12/23,44,"0","N"
1,14,"Otros Riesgos Accidentales","Antenista",27/12/23,48,"0","N"
1,19,"Averia de Maquinaria o Equipos Electronicos","No existen profesionales",27/12/23,88,"0","N"
1,19,"Averia de Maquinaria o Equipos Electronicos","Bricolaje",27/12/23,90,"0","N"
1,19,"Averia de Maquinaria o Equipos Electronicos","Reparacion  electrodomesticos",27/12/23,82,"1","N"
1,19,"Averia de Maquinaria o Equipos Electronicos","Loza Sanitaria",27/12/23,80,"0","N"
1,20,"Derrame Mercancias Líquidas","Multiservicio",27/12/23,0,"0","S"
1,20,"Derrame Mercancias Líquidas","Tejados",27/12/23,44,"0","N"
1,20,"Derrame Mercancias Líquidas","Antenista",27/12/23,48,"0","N"
1,20,"Derrame Mercancias Líquidas","Electricidad",27/12/23,55,"0","N"
1,20,"Derrame Mercancias Líquidas","Cristaleria",27/12/23,53,"0","N"
1,20,"Derrame Mercancias Líquidas","Cerrajeria",27/12/23,52,"0","N"
1,23,"Atraco en comercio","Loza Sanitaria",27/12/23,80,"0","N"
1,24,"Atraco en vía pública","Tejados",27/12/23,44,"0","N"
1,24,"Atraco en vía pública","Antenista",27/12/23,48,"0","N"
1,24,"Atraco en vía pública","Electricidad",27/12/23,55,"0","N"
1,25,"Robo","Cristaleria",27/12/23,53,"0","N"
1,127,"Hurto o pérdida de llaves","Multiservicio",27/12/23,0,"0","S"
1,127,"Hurto o pérdida de llaves","Tejados",27/12/23,44,"0","N"
1,127,"Hurto o pérdida de llaves","Antenista",27/12/23,48,"0","N"
1,127,"Hurto o pérdida de llaves","Cerrajeria",27/12/23,52,"0","N"
1,127,"Hurto o pérdida de llaves","Cristaleria",27/12/23,53,"0","N"
1,127,"Hurto o pérdida de llaves","Electricidad",27/12/23,55,"0","N"
1,127,"Hurto o pérdida de llaves","Electricidad T.V.",27/12/23,78,"0","N"
1,127,"Hurto o pérdida de llaves","Electricidad Ordenadores",27/12/23,79,"0","N"
1,127,"Hurto o pérdida de llaves","Loza Sanitaria",27/12/23,80,"0","N"
1,127,"Hurto o pérdida de llaves","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,127,"Hurto o pérdida de llaves","No existen profesionales",27/12/23,88,"0","N"
1,127,"Hurto o pérdida de llaves","Bricolaje",27/12/23,90,"0","N"
1,127,"Hurto o pérdida de llaves","Brico-electrónica",27/12/23,91,"0","N"
1,128,"RC Empleados domésticos","Multiservicio",27/12/23,0,"0","S"
1,128,"RC Empleados domésticos","Tejados",27/12/23,44,"0","N"
1,128,"RC Empleados domésticos","Antenista",27/12/23,48,"0","N"
1,128,"RC Empleados domésticos","Cerrajeria",27/12/23,52,"0","N"
1,128,"RC Empleados domésticos","Cristaleria",27/12/23,53,"0","N"
1,128,"RC Empleados domésticos","Electricidad",27/12/23,55,"0","N"
1,128,"RC Empleados domésticos","Electricidad T.V.",27/12/23,78,"0","N"
1,128,"RC Empleados domésticos","Electricidad Ordenadores",27/12/23,79,"0","N"
1,128,"RC Empleados domésticos","Loza Sanitaria",27/12/23,80,"0","N"
1,128,"RC Empleados domésticos","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,128,"RC Empleados domésticos","No existen profesionales",27/12/23,88,"0","N"
1,128,"RC Empleados domésticos","Bricolaje",27/12/23,90,"0","N"
1,128,"RC Empleados domésticos","Brico-electrónica",27/12/23,91,"0","N"
1,3,"Avería sin daños (daños agua)","Aparatos industriales",27/12/23,93,"0","N"
1,4,"Inundación-Desbordamiento","Aparatos industriales",27/12/23,93,"0","N"
1,5,"Fuga en instalación contraincendios","Aparatos industriales",27/12/23,93,"0","N"
1,6,"Lluvia","Aparatos industriales",27/12/23,93,"0","N"
1,7,"Caida de Rayo","Aparatos industriales",27/12/23,93,"0","N"
1,8,"Pedrisco-Nieve","Aparatos industriales",27/12/23,93,"0","N"
1,9,"Viento","Aparatos industriales",27/12/23,93,"0","N"
1,10,"Inundación-Desbordamiento","Aparatos industriales",27/12/23,93,"0","N"
1,11,"Choque o Impacto de Vehículos","Aparatos industriales",27/12/23,93,"0","N"
1,12,"Acciones Tumultuarias","Aparatos industriales",27/12/23,93,"0","N"
1,13,"Ondas Sónicas","Aparatos industriales",27/12/23,93,"0","N"
1,14,"Otros Riesgos Accidentales","Aparatos industriales",27/12/23,93,"0","N"
1,15,"Corrimiento de terreno","Aparatos industriales",27/12/23,93,"0","N"
1,16,"Actos de Vandalismo","Aparatos industriales",27/12/23,93,"0","N"
1,17,"Caída de Árboles-Antenas-Farolas","Aparatos industriales",27/12/23,93,"0","N"
1,18,"Avería sin daños (daños agua)","Aparatos industriales",27/12/23,93,"0","N"
1,19,"Averia de Maquinaria o Equipos Electronicos","Aparatos industriales",27/12/23,93,"1","N"
1,20,"Derrame Mercancias Líquidas","Aparatos industriales",27/12/23,93,"0","N"
1,21,"Daños Mercancia Transportada","Aparatos industriales",27/12/23,93,"0","N"
1,22,"Derrame Inst. fijas Extinción","Aparatos industriales",27/12/23,93,"0","N"
1,23,"Atraco en comercio","Aparatos industriales",27/12/23,93,"0","N"
1,24,"Atraco en vía pública","Aparatos industriales",27/12/23,93,"0","N"
1,25,"Robo","Aparatos industriales",27/12/23,93,"0","N"
1,26,"Actos de Vandalismo","Aparatos industriales",27/12/23,93,"0","N"
1,167,"Ondas Sónicas","Electricidad Ordenadores",27/12/23,79,"0","N"
1,167,"Ondas Sónicas","Loza Sanitaria",27/12/23,80,"0","N"
1,167,"Ondas Sónicas","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,167,"Ondas Sónicas","Cristales vitroceramica",27/12/23,83,"0","N"
1,167,"Ondas Sónicas","No existen profesionales",27/12/23,88,"0","N"
1,167,"Ondas Sónicas","Bricolaje",27/12/23,90,"0","N"
1,167,"Ondas Sónicas","Brico-electrónica",27/12/23,91,"0","N"
1,167,"Ondas Sónicas","Aparatos industriales",27/12/23,93,"0","N"
1,186,"Atasco - Sin Daños","Cristaleria",27/12/23,53,"0","N"
1,186,"Atasco - Sin Daños","Cerrajeria",27/12/23,52,"0","N"
1,186,"Atasco - Sin Daños","Electricidad Ordenadores",27/12/23,79,"0","N"
1,186,"Atasco - Sin Daños","Brico-electrónica",27/12/23,91,"0","N"
1,170,"Otros servicios","Multiservicio",27/12/23,0,"0","S"
1,170,"Otros servicios","Tejados",27/12/23,44,"0","N"
1,170,"Otros servicios","Antenista",27/12/23,48,"0","N"
1,170,"Otros servicios","Cerrajeria",27/12/23,52,"0","N"
1,170,"Otros servicios","Cristaleria",27/12/23,53,"0","N"
1,170,"Otros servicios","Electricidad",27/12/23,55,"0","N"
1,170,"Otros servicios","Mármol",27/12/23,57,"0","N"
1,170,"Otros servicios","Electricidad T.V.",27/12/23,78,"0","N"
1,170,"Otros servicios","Electricidad Ordenadores",27/12/23,79,"0","N"
1,170,"Otros servicios","Loza Sanitaria",27/12/23,80,"0","N"
1,170,"Otros servicios","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,170,"Otros servicios","Cristales vitroceramica",27/12/23,83,"0","N"
1,170,"Otros servicios","No existen profesionales",27/12/23,88,"0","N"
1,170,"Otros servicios","Bricolaje",27/12/23,90,"0","N"
1,170,"Otros servicios","Brico-electrónica",27/12/23,91,"0","N"
1,170,"Otros servicios","Aparatos industriales",27/12/23,93,"0","N"
1,172,"RC Empleados domésticos","Multiservicio",27/12/23,0,"0","S"
1,172,"RC Empleados domésticos","Tejados",27/12/23,44,"0","N"
1,172,"RC Empleados domésticos","Antenista",27/12/23,48,"0","N"
1,172,"RC Empleados domésticos","Cerrajeria",27/12/23,52,"0","N"
1,172,"RC Empleados domésticos","Cristaleria",27/12/23,53,"0","N"
1,172,"RC Empleados domésticos","Electricidad",27/12/23,55,"0","N"
1,172,"RC Empleados domésticos","Mármol",27/12/23,57,"0","N"
1,172,"RC Empleados domésticos","Electricidad T.V.",27/12/23,78,"0","N"
1,172,"RC Empleados domésticos","Electricidad Ordenadores",27/12/23,79,"0","N"
1,172,"RC Empleados domésticos","Loza Sanitaria",27/12/23,80,"0","N"
1,172,"RC Empleados domésticos","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,172,"RC Empleados domésticos","Cristales vitroceramica",27/12/23,83,"0","N"
1,172,"RC Empleados domésticos","No existen profesionales",27/12/23,88,"0","N"
1,172,"RC Empleados domésticos","Bricolaje",27/12/23,90,"0","N"
1,172,"RC Empleados domésticos","Brico-electrónica",27/12/23,91,"0","N"
1,172,"RC Empleados domésticos","Aparatos industriales",27/12/23,93,"0","N"
1,173,"Reclamación de daños","Multiservicio",27/12/23,0,"0","S"
1,173,"Reclamación de daños","Tejados",27/12/23,44,"0","N"
1,173,"Reclamación de daños","Antenista",27/12/23,48,"0","N"
1,173,"Reclamación de daños","Cerrajeria",27/12/23,52,"0","N"
1,173,"Reclamación de daños","Cristaleria",27/12/23,53,"0","N"
1,173,"Reclamación de daños","Electricidad",27/12/23,55,"0","N"
1,173,"Reclamación de daños","Mármol",27/12/23,57,"0","N"
1,173,"Reclamación de daños","Electricidad T.V.",27/12/23,78,"0","N"
1,173,"Reclamación de daños","Electricidad Ordenadores",27/12/23,79,"0","N"
1,173,"Reclamación de daños","Loza Sanitaria",27/12/23,80,"0","N"
1,173,"Reclamación de daños","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,173,"Reclamación de daños","Cristales vitroceramica",27/12/23,83,"0","N"
1,173,"Reclamación de daños","No existen profesionales",27/12/23,88,"0","N"
1,173,"Reclamación de daños","Bricolaje",27/12/23,90,"0","N"
1,173,"Reclamación de daños","Brico-electrónica",27/12/23,91,"0","N"
1,173,"Reclamación de daños","Aparatos industriales",27/12/23,93,"0","N"
1,174,"Responsabilidad Civil","Multiservicio",27/12/23,0,"0","S"
1,174,"Responsabilidad Civil","Tejados",27/12/23,44,"0","N"
1,174,"Responsabilidad Civil","Antenista",27/12/23,48,"0","N"
1,174,"Responsabilidad Civil","Cerrajeria",27/12/23,52,"0","N"
1,174,"Responsabilidad Civil","Cristaleria",27/12/23,53,"0","N"
1,174,"Responsabilidad Civil","Electricidad",27/12/23,55,"0","N"
1,174,"Responsabilidad Civil","Mármol",27/12/23,57,"0","N"
1,174,"Responsabilidad Civil","Electricidad T.V.",27/12/23,78,"0","N"
1,174,"Responsabilidad Civil","Electricidad Ordenadores",27/12/23,79,"0","N"
1,174,"Responsabilidad Civil","Loza Sanitaria",27/12/23,80,"0","N"
1,174,"Responsabilidad Civil","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,174,"Responsabilidad Civil","Cristales vitroceramica",27/12/23,83,"0","N"
1,174,"Responsabilidad Civil","No existen profesionales",27/12/23,88,"0","N"
1,174,"Responsabilidad Civil","Bricolaje",27/12/23,90,"0","N"
1,174,"Responsabilidad Civil","Brico-electrónica",27/12/23,91,"0","N"
1,174,"Responsabilidad Civil","Aparatos industriales",27/12/23,93,"0","N"
1,175,"Robo","Multiservicio",27/12/23,0,"0","N"
1,175,"Robo","Tejados",27/12/23,44,"0","N"
1,175,"Robo","Antenista",27/12/23,48,"0","N"
1,186,"Atasco - Sin Daños","Electricidad T.V.",27/12/23,78,"0","N"
1,186,"Atasco - Sin Daños","No existen profesionales",27/12/23,88,"0","N"
1,186,"Atasco - Sin Daños","Bricolaje",27/12/23,90,"0","N"
1,175,"Robo","Cerrajeria",27/12/23,52,"1","S"
1,175,"Robo","Cristaleria",27/12/23,53,"0","N"
1,175,"Robo","Electricidad",27/12/23,55,"0","N"
1,175,"Robo","Mármol",27/12/23,57,"0","N"
1,175,"Robo","Electricidad T.V.",27/12/23,78,"0","N"
1,175,"Robo","Electricidad Ordenadores",27/12/23,79,"0","N"
1,175,"Robo","Loza Sanitaria",27/12/23,80,"0","N"
1,175,"Robo","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,175,"Robo","Cristales vitroceramica",27/12/23,83,"0","N"
1,175,"Robo","No existen profesionales",27/12/23,88,"0","N"
1,175,"Robo","Bricolaje",27/12/23,90,"0","N"
1,175,"Robo","Brico-electrónica",27/12/23,91,"0","N"
1,175,"Robo","Aparatos industriales",27/12/23,93,"0","N"
1,176,"Rotura de Rotulos o Letreros","Multiservicio",27/12/23,0,"0","N"
1,176,"Rotura de Rotulos o Letreros","Tejados",27/12/23,44,"0","N"
1,176,"Rotura de Rotulos o Letreros","Antenista",27/12/23,48,"0","N"
1,176,"Rotura de Rotulos o Letreros","Cerrajeria",27/12/23,52,"0","N"
1,176,"Rotura de Rotulos o Letreros","Cristaleria",27/12/23,53,"0","S"
1,176,"Rotura de Rotulos o Letreros","Electricidad",27/12/23,55,"0","N"
1,176,"Rotura de Rotulos o Letreros","Mármol",27/12/23,57,"0","N"
1,176,"Rotura de Rotulos o Letreros","Electricidad T.V.",27/12/23,78,"0","N"
1,176,"Rotura de Rotulos o Letreros","Electricidad Ordenadores",27/12/23,79,"0","N"
1,176,"Rotura de Rotulos o Letreros","Loza Sanitaria",27/12/23,80,"0","N"
1,176,"Rotura de Rotulos o Letreros","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,176,"Rotura de Rotulos o Letreros","Cristales vitroceramica",27/12/23,83,"0","N"
1,176,"Rotura de Rotulos o Letreros","No existen profesionales",27/12/23,88,"0","N"
1,176,"Rotura de Rotulos o Letreros","Bricolaje",27/12/23,90,"0","N"
1,176,"Rotura de Rotulos o Letreros","Brico-electrónica",27/12/23,91,"0","N"
1,176,"Rotura de Rotulos o Letreros","Aparatos industriales",27/12/23,93,"0","N"
1,177,"Rotura acuario","Multiservicio",27/12/23,0,"0","N"
1,177,"Rotura acuario","Tejados",27/12/23,44,"0","N"
1,177,"Rotura acuario","Antenista",27/12/23,48,"0","N"
1,177,"Rotura acuario","Cerrajeria",27/12/23,52,"0","N"
1,177,"Rotura acuario","Cristaleria",27/12/23,53,"1","S"
1,177,"Rotura acuario","Electricidad",27/12/23,55,"0","N"
1,177,"Rotura acuario","Mármol",27/12/23,57,"0","N"
1,177,"Rotura acuario","Electricidad T.V.",27/12/23,78,"0","N"
1,177,"Rotura acuario","Electricidad Ordenadores",27/12/23,79,"0","N"
1,177,"Rotura acuario","Loza Sanitaria",27/12/23,80,"0","N"
1,177,"Rotura acuario","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,177,"Rotura acuario","Cristales vitroceramica",27/12/23,83,"0","N"
